"","Study_ID","Author_year","Publication_year","Country_firstAuthor","Effect_ID","Species_common","Species_Scientific","Weight_sample_g","PFAS_type","linear_total","Choice_of_9","Cooking_method","Cooking_Category","Comments_cooking","Temperature_in_Celsius","Length_cooking_time_in_s","Water","Oil","Oil_type","Volume_liquid_ml","Cohort_ID","Cohort_comment","Nc","Pooled_Nc","Unit_PFAS_conc","Mc","Mc_comment","Sc","sd","Sc_technical_biological","Ne","Pooled_Ne","Me","Me_comment","Se","Se_technical_biological","If_technical_how_many","Unit_LOD_LOQ","LOD","LOQ","Design","DataSource","Raw_data_provided","General_comments","checked"
"273","F008","Luo_2019",2019,"Korea","E276","Fish cake","?",200,"PFUnDA",NA,"Yes","Blanching","water-based","NA",100,20,"Yes","No","NA",NA,"C036","NA",1,"1","ng/g",0.23,"NA",0.04,"sd","technical",1,"1",0.17,"NA",0.02,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"274","F008","Luo_2019",2019,"Korea","E277","Fish cake","?",200,"PFUnDA",NA,"Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",600,"C037","NA",1,"1","ng/g",0.23,"NA",0.04,"sd","technical",1,"1",0.15,"NA",0.01,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"275","F008","Luo_2019",2019,"Korea","E278","Fish cake","?",200,"PFUnDA",NA,"Yes","Frying","oil-based","NA",200,90,"Yes","No","NA",500,"C038","NA",1,"1","ng/g",0.23,"NA",0.04,"sd","technical",1,"1",0.18,"NA",0.01,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"276","F008","Luo_2019",2019,"Korea","E279","Fish cake","?",100,"PFUnDA",NA,"Yes","Stir-frying","oil-based","NA",NA,180,"No","Yes","soybean oil",NA,"C039","NA",1,"1","ng/g",0.23,"NA",0.04,"sd","technical",1,"1",0.17,"NA",0.02,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"277","F008","Luo_2019",2019,"Korea","E280","Fish cake","?",200,"PFDoDA",NA,"No","Blanching","water-based","NA",100,5,"Yes","No","NA",NA,"C034","NA",1,"1","ng/g",0.09,"NA",0.02,"sd","technical",1,"1",0.1,"NA",0.01,"technical",NA,"ng/g","0.06","0.19","Shared control","Table 2",NA,NA,NA
"278","F008","Luo_2019",2019,"Korea","E281","Fish cake","?",200,"PFDoDA",NA,"No","Blanching","water-based","NA",100,10,"Yes","No","NA",NA,"C035","NA",1,"1","ng/g",0.09,"NA",0.02,"sd","technical",1,"1",0.06,"NA",0.03,"technical",NA,"ng/g","0.06","0.19","Shared control","Table 2",NA,NA,NA
"279","F008","Luo_2019",2019,"Korea","E282","Fish cake","?",200,"PFDoDA",NA,"No","Blanching","water-based","NA",100,20,"Yes","No","NA",NA,"C036","NA",1,"1","ng/g",0.09,"NA",0.02,"sd","technical",1,"1",0.06,"NA",0,"technical",NA,"ng/g","0.06","0.19","Shared control","Table 2",NA,NA,NA
"280","F008","Luo_2019",2019,"Korea","E283","Fish cake","?",200,"PFDoDA",NA,"No","Boiling","water-based","NA",100,1200,"Yes","No","NA",600,"C037","NA",1,"1","ng/g",0.09,"NA",0.02,"sd","technical",1,"1",0.03,"NA",0,"technical",NA,"ng/g","0.06","0.19","Shared control","Table 2",NA,NA,NA
"281","F008","Luo_2019",2019,"Korea","E284","Fish cake","?",200,"PFDoDA",NA,"No","Frying","oil-based","NA",200,90,"Yes","No","NA",500,"C038","NA",1,"1","ng/g",0.09,"NA",0.02,"sd","technical",1,"1",0.03,"NA",0.01,"technical",NA,"ng/g","0.06","0.19","Shared control","Table 2",NA,NA,NA
"282","F008","Luo_2019",2019,"Korea","E285","Fish cake","?",100,"PFDoDA",NA,"No","Stir-frying","oil-based","NA",NA,180,"No","Yes","soybean oil",NA,"C039","NA",1,"1","ng/g",0.09,"NA",0.02,"sd","technical",1,"1",0.04,"NA",0,"technical",NA,"ng/g","0.06","0.19","Shared control","Table 2",NA,NA,NA
"283","F008","Luo_2019",2019,"Korea","E286","Fish cake","?",200,"PFTrDA",NA,"No","Blanching","water-based","NA",100,5,"Yes","No","NA",NA,"C034","NA",1,"1","ng/g",0.43,"NA",0.06,"sd","technical",1,"1",0.54,"NA",0.22,"technical",NA,"ng/g","0.05","0.16","Shared control","Table 2",NA,NA,NA
"284","F008","Luo_2019",2019,"Korea","E287","Fish cake","?",200,"PFTrDA",NA,"No","Blanching","water-based","NA",100,10,"Yes","No","NA",NA,"C035","NA",1,"1","ng/g",0.43,"NA",0.06,"sd","technical",1,"1",0.36,"NA",0.18,"technical",NA,"ng/g","0.05","0.16","Shared control","Table 2",NA,NA,NA
"285","F008","Luo_2019",2019,"Korea","E288","Fish cake","?",200,"PFTrDA",NA,"No","Blanching","water-based","NA",100,20,"Yes","No","NA",NA,"C036","NA",1,"1","ng/g",0.43,"NA",0.06,"sd","technical",1,"1",0.27,"NA",0.05,"technical",NA,"ng/g","0.05","0.16","Shared control","Table 2",NA,NA,NA
"286","F008","Luo_2019",2019,"Korea","E289","Fish cake","?",200,"PFTrDA",NA,"No","Boiling","water-based","NA",100,1200,"Yes","No","NA",600,"C037","NA",1,"1","ng/g",0.43,"NA",0.06,"sd","technical",1,"1",0.31,"NA",0.05,"technical",NA,"ng/g","0.05","0.16","Shared control","Table 2",NA,NA,NA
"287","F008","Luo_2019",2019,"Korea","E290","Fish cake","?",200,"PFTrDA",NA,"No","Frying","oil-based","NA",200,90,"Yes","No","NA",500,"C038","NA",1,"1","ng/g",0.43,"NA",0.06,"sd","technical",1,"1",0.36,"NA",0.1,"technical",NA,"ng/g","0.05","0.16","Shared control","Table 2",NA,NA,NA
"288","F008","Luo_2019",2019,"Korea","E291","Fish cake","?",100,"PFTrDA",NA,"No","Stir-frying","oil-based","NA",NA,180,"No","Yes","soybean oil",NA,"C039","NA",1,"1","ng/g",0.43,"NA",0.06,"sd","technical",1,"1",0.28,"NA",0.07,"technical",NA,"ng/g","0.05","0.16","Shared control","Table 2",NA,NA,NA
"289","F008","Luo_2019",2019,"Korea","E292","Fish cake","?",200,"PFTeDA",NA,"No","Blanching","water-based","NA",100,5,"Yes","No","NA",NA,"C034","NA",1,"1","ng/g",0.24,"NA",0.17,"sd","technical",1,"1",0.12,"NA",0,"technical",NA,"ng/g","0.05","0.15","Shared control","Table 2",NA,NA,NA
"290","F008","Luo_2019",2019,"Korea","E293","Fish cake","?",200,"PFTeDA",NA,"No","Blanching","water-based","NA",100,10,"Yes","No","NA",NA,"C035","NA",1,"1","ng/g",0.24,"NA",0.17,"sd","technical",1,"1",0.15,"NA",0.03,"technical",NA,"ng/g","0.05","0.15","Shared control","Table 2",NA,NA,NA
"291","F008","Luo_2019",2019,"Korea","E294","Fish cake","?",200,"PFTeDA",NA,"No","Blanching","water-based","NA",100,20,"Yes","No","NA",NA,"C036","NA",1,"1","ng/g",0.24,"NA",0.17,"sd","technical",1,"1",0.09,"NA",0.09,"technical",NA,"ng/g","0.05","0.15","Shared control","Table 2",NA,NA,NA
"292","F008","Luo_2019",2019,"Korea","E295","Fish cake","?",200,"PFTeDA",NA,"No","Boiling","water-based","NA",100,1200,"Yes","No","NA",600,"C037","NA",1,"1","ng/g",0.24,"NA",0.17,"sd","technical",1,"1",0.07,"NA",0.05,"technical",NA,"ng/g","0.05","0.15","Shared control","Table 2",NA,NA,NA
"293","F008","Luo_2019",2019,"Korea","E296","Fish cake","?",200,"PFTeDA",NA,"No","Frying","oil-based","NA",200,90,"Yes","No","NA",500,"C038","NA",1,"1","ng/g",0.24,"NA",0.17,"sd","technical",1,"1",0.05,"LOD",0,"technical",NA,"ng/g","0.05","0.15","Shared control","Table 2",NA,NA,NA
"294","F008","Luo_2019",2019,"Korea","E297","Fish cake","?",100,"PFTeDA",NA,"No","Stir-frying","oil-based","NA",NA,180,"No","Yes","soybean oil",NA,"C039","NA",1,"1","ng/g",0.24,"NA",0.17,"sd","technical",1,"1",0.05,"NA",0.02,"technical",NA,"ng/g","0.05","0.15","Shared control","Table 2",NA,NA,NA
"295","F008","Luo_2019",2019,"Korea","E298","Fish cake","?",200,"PFBS",NA,"Yes","Blanching","water-based","NA",100,5,"Yes","No","NA",NA,"C034","NA",1,"1","ng/g",0.02,"LOD",0,"sd","technical",1,"1",0.02,"LOD",0,"technical",NA,"ng/g","0.02","0.07","Shared control","Table 2",NA,NA,NA
"296","F008","Luo_2019",2019,"Korea","E299","Fish cake","?",200,"PFBS",NA,"Yes","Blanching","water-based","NA",100,10,"Yes","No","NA",NA,"C035","NA",1,"1","ng/g",0.02,"LOD",0,"sd","technical",1,"1",0.02,"LOD",0,"technical",NA,"ng/g","0.02","0.07","Shared control","Table 2",NA,NA,NA
"297","F008","Luo_2019",2019,"Korea","E300","Fish cake","?",200,"PFBS",NA,"Yes","Blanching","water-based","NA",100,20,"Yes","No","NA",NA,"C036","NA",1,"1","ng/g",0.02,"LOD",0,"sd","technical",1,"1",0.07,"NA",0.04,"technical",NA,"ng/g","0.02","0.07","Shared control","Table 2",NA,NA,NA
"298","F008","Luo_2019",2019,"Korea","E301","Fish cake","?",200,"PFBS",NA,"Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",600,"C037","NA",1,"1","ng/g",0.02,"LOD",0,"sd","technical",1,"1",0.02,"LOD",0,"technical",NA,"ng/g","0.02","0.07","Shared control","Table 2",NA,NA,NA
"299","F008","Luo_2019",2019,"Korea","E302","Fish cake","?",200,"PFBS",NA,"Yes","Frying","oil-based","NA",200,90,"Yes","No","NA",500,"C038","NA",1,"1","ng/g",0.02,"LOD",0,"sd","technical",1,"1",0.02,"LOD",0,"technical",NA,"ng/g","0.02","0.07","Shared control","Table 2",NA,NA,NA
"300","F008","Luo_2019",2019,"Korea","E303","Fish cake","?",100,"PFBS",NA,"Yes","Stir-frying","oil-based","NA",NA,180,"No","Yes","soybean oil",NA,"C039","NA",1,"1","ng/g",0.02,"LOD",0,"sd","technical",1,"1",0.02,"LOD",0,"technical",NA,"ng/g","0.02","0.07","Shared control","Table 2",NA,NA,NA
"301","F008","Luo_2019",2019,"Korea","E304","Fish cake","?",200,"PFHxS",NA,"Yes","Blanching","water-based","NA",100,5,"Yes","No","NA",NA,"C034","NA",1,"1","ng/g",0.06,"NA",0.03,"sd","technical",1,"1",0.06,"NA",0.01,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"302","F008","Luo_2019",2019,"Korea","E305","Fish cake","?",200,"PFHxS",NA,"Yes","Blanching","water-based","NA",100,10,"Yes","No","NA",NA,"C035","NA",1,"1","ng/g",0.06,"NA",0.03,"sd","technical",1,"1",0.1,"NA",0.04,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"303","F008","Luo_2019",2019,"Korea","E306","Fish cake","?",200,"PFHxS",NA,"Yes","Blanching","water-based","NA",100,20,"Yes","No","NA",NA,"C036","NA",1,"1","ng/g",0.06,"NA",0.03,"sd","technical",1,"1",0.06,"NA",0,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"304","F008","Luo_2019",2019,"Korea","E307","Fish cake","?",200,"PFHxS",NA,"Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",600,"C037","NA",1,"1","ng/g",0.06,"NA",0.03,"sd","technical",1,"1",0.08,"LOD",0,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"305","F008","Luo_2019",2019,"Korea","E308","Fish cake","?",200,"PFHxS",NA,"Yes","Frying","oil-based","NA",200,90,"Yes","No","NA",500,"C038","NA",1,"1","ng/g",0.06,"NA",0.03,"sd","technical",1,"1",0.08,"LOD",0,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"306","F008","Luo_2019",2019,"Korea","E309","Fish cake","?",100,"PFHxS",NA,"Yes","Stir-frying","oil-based","NA",NA,180,"No","Yes","soybean oil",NA,"C039","NA",1,"1","ng/g",0.06,"NA",0.03,"sd","technical",1,"1",0.08,"LOD",0,"technical",NA,"ng/g","0.08","0.25","Shared control","Table 2",NA,NA,NA
"307","F008","Luo_2019",2019,"Korea","E310","Fish cake","?",200,"PFDS",NA,"No","Blanching","water-based","NA",100,5,"Yes","No","NA",NA,"C034","NA",1,"1","ng/g",0.01,"NA",0.01,"sd","technical",1,"1",0.02,"NA",0.01,"technical",NA,"ng/g","0.09","0.27","Shared control","Table 2",NA,NA,NA
"308","F008","Luo_2019",2019,"Korea","E311","Fish cake","?",200,"PFDS",NA,"No","Blanching","water-based","NA",100,10,"Yes","No","NA",NA,"C035","NA",1,"1","ng/g",0.01,"NA",0.01,"sd","technical",1,"1",0.09,"LOD",0,"technical",NA,"ng/g","0.09","0.27","Shared control","Table 2",NA,NA,NA
"309","F008","Luo_2019",2019,"Korea","E312","Fish cake","?",200,"PFDS",NA,"No","Blanching","water-based","NA",100,20,"Yes","No","NA",NA,"C036","NA",1,"1","ng/g",0.01,"NA",0.01,"sd","technical",1,"1",0.09,"LOD",0,"technical",NA,"ng/g","0.09","0.27","Shared control","Table 2",NA,NA,NA
"310","F008","Luo_2019",2019,"Korea","E313","Fish cake","?",200,"PFDS",NA,"No","Boiling","water-based","NA",100,1200,"Yes","No","NA",600,"C037","NA",1,"1","ng/g",0.01,"NA",0.01,"sd","technical",1,"1",0.09,"LOD",0,"technical",NA,"ng/g","0.09","0.27","Shared control","Table 2",NA,NA,NA
"311","F008","Luo_2019",2019,"Korea","E314","Fish cake","?",200,"PFDS",NA,"No","Frying","oil-based","NA",200,90,"Yes","No","NA",500,"C038","NA",1,"1","ng/g",0.01,"NA",0.01,"sd","technical",1,"1",0.09,"LOD",0,"technical",NA,"ng/g","0.09","0.27","Shared control","Table 2",NA,NA,NA
"312","F008","Luo_2019",2019,"Korea","E315","Fish cake","?",100,"PFDS",NA,"No","Stir-frying","oil-based","NA",NA,180,"No","Yes","soybean oil",NA,"C039","NA",1,"1","ng/g",0.01,"NA",0.01,"sd","technical",1,"1",0.09,"LOD",0,"technical",NA,"ng/g","0.09","0.27","Shared control","Table 2",NA,NA,NA
"313","F008","Luo_2019",2019,"Korea","E316","Swimming crab","?",NA,"PFOA",NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",20.79,"NA",0.17,"sd","technical",5,"1",16.77,"NA",0.42,"technical",NA,"ng/g","0.06","0.19","Dependent","Table 4",NA,NA,NA
"314","F008","Luo_2019",2019,"Korea","E317","Swimming crab","?",NA,"PFOS",NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.81,"NA",0.02,"sd","technical",5,"1",0.74,"NA",0.03,"technical",NA,"ng/g","0.07","0.07","Dependent","Table 4",NA,NA,NA
"315","F008","Luo_2019",2019,"Korea","E318","Swimming crab","?",NA,"PFBA",NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.14,"NA",0.01,"sd","technical",5,"1",0.04,"NA",0.01,"technical",NA,"ng/g","0.06","0.19","Dependent","Table 4",NA,NA,NA
"316","F008","Luo_2019",2019,"Korea","E319","Swimming crab","?",NA,"PFHpA",NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.37,"NA",0.03,"sd","technical",5,"1",0.32,"NA",0.01,"technical",NA,"ng/g","0.06","0.17","Dependent","Table 4",NA,NA,NA
"317","F008","Luo_2019",2019,"Korea","E320","Swimming crab","?",NA,"PFNA",NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",2.89,"NA",0.02,"sd","technical",5,"1",2.3,"NA",0.03,"technical",NA,"ng/g","0.03","0.08","Dependent","Table 4",NA,NA,NA
"318","F008","Luo_2019",2019,"Korea","E321","Swimming crab","?",NA,"PFDA",NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.66,"NA",0.02,"sd","technical",5,"1",0.57,"NA",0.02,"technical",NA,"ng/g","0.04","0.11","Dependent","Table 4",NA,NA,NA
"319","F008","Luo_2019",2019,"Korea","E322","Swimming crab","?",NA,"PFUnDA",NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.93,"NA",0.01,"sd","technical",5,"1",0.79,"NA",0.02,"technical",NA,"ng/g","0.08","0.25","Dependent","Table 4",NA,NA,NA
"320","F008","Luo_2019",2019,"Korea","E323","Swimming crab","?",NA,"PFDoDA",NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.25,"NA",0.02,"sd","technical",5,"1",0.23,"NA",0.01,"technical",NA,"ng/g","0.06","0.19","Dependent","Table 4",NA,NA,NA
"321","F008","Luo_2019",2019,"Korea","E324","Swimming crab","?",NA,"PFTrDA",NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",NA,"NA",0.06,"sd","technical",5,"1",1.38,"NA",0.09,"technical",NA,"ng/g","0.05","0.16","Dependent","Table 4",NA,NA,NA
"322","F008","Luo_2019",2019,"Korea","E325","Swimming crab","?",NA,"PFTeDA",NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.28,"NA",0.01,"sd","technical",5,"1",0.26,"NA",0.02,"technical",NA,"ng/g","0.05","0.15","Dependent","Table 4",NA,NA,NA
"323","F008","Luo_2019",2019,"Korea","E326","Swimming crab","?",NA,"PFHxS",NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.48,"NA",0.03,"sd","technical",5,"1",0.33,"NA",0.03,"technical",NA,"ng/g","0.08","0.25","Dependent","Table 4",NA,NA,NA
"324","F008","Luo_2019",2019,"Korea","E327","Swimming crab","?",NA,"PFDS",NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",0.04,"NA",0.01,"sd","technical",5,"1",0.04,"NA",0.01,"technical",NA,"ng/g","0.09","0.27","Dependent","Table 4",NA,NA,NA
"325","F008","Luo_2019",2019,"Korea","E328","Swimming crab","?",NA,"FOSA",NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,"1","ng/g",1.54,"NA",0.09,"sd","technical",5,"1",2.55,"NA",0.19,"technical",NA,"ng/g","0.04","0.11","Dependent","Table 4",NA,NA,NA
"326","F010","Sungur_2019",2019,"Turkey","E329","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C041","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.159,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied","ML - note shared controls for differend cooking times and methods"
"327","F010","Sungur_2019",2019,"Turkey","E330","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C042","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.117,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"328","F010","Sungur_2019",2019,"Turkey","E331","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C043","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.079,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"329","F010","Sungur_2019",2019,"Turkey","E332","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Baking","No liquid","NA",160,600,"No","No","NA",300,"C044","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.142,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"330","F010","Sungur_2019",2019,"Turkey","E333","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Baking","No liquid","NA",160,900,"No","No","NA",300,"C045","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.116,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"331","F010","Sungur_2019",2019,"Turkey","E334","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",300,"C046","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.098,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"332","F010","Sungur_2019",2019,"Turkey","E335","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C047","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.14,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"333","F010","Sungur_2019",2019,"Turkey","E336","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C048","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.133,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"334","F010","Sungur_2019",2019,"Turkey","E337","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C049","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.071,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"335","F010","Sungur_2019",2019,"Turkey","E338","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C050","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.201,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"336","F010","Sungur_2019",2019,"Turkey","E339","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C051","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.059,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"337","F010","Sungur_2019",2019,"Turkey","E340","Bluefish","Pomatomus saltator",NA,"PFOA","NA","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C052","NA",10,"1","ng/g",0.232,"NA",0.001,"sd","technical",10,"1",0.048,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"338","F010","Sungur_2019",2019,"Turkey","E341","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C041","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",14.7,"NA",0.009,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"339","F010","Sungur_2019",2019,"Turkey","E342","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C042","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",9.35,"NA",0.008,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"340","F010","Sungur_2019",2019,"Turkey","E343","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C043","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",3.66,"NA",0.004,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"341","F010","Sungur_2019",2019,"Turkey","E344","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Baking","No liquid","NA",160,600,"No","No","NA",300,"C044","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",5.63,"NA",0.005,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"342","F010","Sungur_2019",2019,"Turkey","E345","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Baking","No liquid","NA",160,900,"No","No","NA",300,"C045","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",4.5,"NA",0.004,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"343","F010","Sungur_2019",2019,"Turkey","E346","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",300,"C046","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",3.77,"NA",0.004,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"344","F010","Sungur_2019",2019,"Turkey","E347","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C047","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",8.28,"NA",0.007,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"345","F010","Sungur_2019",2019,"Turkey","E348","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C048","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",6.62,"NA",0.006,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"346","F010","Sungur_2019",2019,"Turkey","E349","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C049","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",3.48,"NA",0.004,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"347","F010","Sungur_2019",2019,"Turkey","E350","Bluefish","Pomatomus saltator",NA,"PFOS","linear","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C050","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",4.49,"NA",0.004,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"348","F010","Sungur_2019",2019,"Turkey","E351","Bluefish","Pomatomus saltatrix",NA,"PFOS","linear","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C051","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",3.05,"NA",0.004,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"349","F010","Sungur_2019",2019,"Turkey","E352","Bluefish","Pomatomus saltatrix",NA,"PFOS","linear","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C052","NA",10,"1","ng/g",24,"NA",0.011,"sd","technical",10,"1",2.83,"NA",0.003,"technical","3","ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"350","F010","Sungur_2019",2019,"Turkey","E353","Red mullet","Mullus barbatus",NA,"PFOA","NA","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C053","NA",10,"1","ng/g",0.214,"NA",0.001,"sd","technical",10,"1",0.196,"NA",0.001,"technical","3","ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
